Tekma,Team,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
1057,29,43-101,8-33,20-27,17,46,63,16,10,1,9,15,114
1058,27,41-79,16-37,18-20,6,30,36,26,4,6,10,20,116
1058,1,47-95,11-40,17-20,12,28,40,33,8,1,8,20,122
1059,25,39-84,9-23,19-28,9,36,45,22,9,5,18,18,106
1059,21,44-86,19-39,15-19,6,34,40,28,13,6,15,21,122
1060,7,34-87,10-29,21-23,5,36,41,19,8,3,9,21,99
1060,4,37-89,12-28,15-19,14,39,53,31,5,5,18,17,101
1061,11,45-101,10-29,16-19,9,33,42,29,10,1,7,20,116
1061,15,44-86,10-33,22-28,7,44,51,22,4,5,14,21,120
1062,17,43-101,8-31,22-27,16,30,46,21,7,2,8,19,116
1062,2,48-79,12-28,20-27,3,40,43,33,3,9,11,19,128
1063,30,36-101,12-41,10-14,13,33,46,14,9,8,7,23,94
1063,6,36-80,8-24,22-27,7,48,55,27,4,6,15,13,102
1064,13,36-87,7-28,28-38,11,33,44,18,5,2,12,18,107
1064,28,47-96,15-45,16-20,9,39,48,23,4,2,8,27,125
1065,24,40-91,13-32,12-17,9,30,39,17,7,6,5,18,105
1065,23,35-85,12-40,16-21,15,38,53,15,4,4,10,22,98
1066,26,43-85,18-42,18-27,8,33,41,33,7,4,15,23,122
1066,4,52-91,7-20,13-22,8,33,41,28,8,3,11,20,124
1067,3,40-75,21-45,12-16,6,38,44,28,6,6,17,17,113
1067,5,33-84,9-33,15-19,8,27,35,24,9,1,10,15,90
1068,29,54-94,11-30,23-31,10,41,51,34,5,6,12,10,142
1068,8,50-110,21-43,12-15,12,28,40,34,6,2,7,22,133
1069,10,36-94,11-36,10-15,16,35,51,24,3,6,14,16,93
1069,15,41-94,14-36,20-24,12,37,49,19,9,4,7,16,116
1070,12,36-78,7-25,15-20,8,22,30,20,8,1,12,18,94
1070,9,41-81,13-35,11-11,15,32,47,26,5,6,19,15,106
1071,17,38-91,6-21,16-19,9,38,47,22,4,6,9,16,98
1071,7,35-86,14-35,18-18,10,38,48,23,7,8,10,19,102
1072,14,40-90,12-36,10-18,7,25,32,24,16,1,9,14,102
1072,16,45-83,17-36,7-10,8,43,51,31,4,4,18,15,114
1073,21,42-96,17-41,9-14,13,22,35,33,9,9,10,16,110
1073,18,45-90,11-33,15-18,12,36,48,30,2,9,18,13,116
1074,22,46-96,12-36,10-11,14,39,53,30,6,3,12,25,114
1074,20,34-80,16-41,19-32,11,32,43,20,3,5,15,17,103
1075,24,44-81,15-33,14-18,1,32,33,23,7,3,13,18,117
1075,27,41-88,13-32,23-26,10,32,42,22,4,3,11,17,118
1076,6,39-84,10-36,17-21,7,37,44,24,4,3,17,21,105
1076,11,41-89,7-25,31-37,12,35,47,23,9,6,10,19,120
1077,22,42-86,9-32,11-14,9,40,49,29,6,3,11,17,104
1077,19,34-83,6-37,17-23,9,32,41,21,6,8,9,13,91
1078,10,33-83,10-30,21-28,10,34,44,21,4,5,13,15,97
1078,12,44-93,16-34,18-19,10,36,46,35,9,8,8,25,122
1079,23,40-93,13-39,16-21,17,36,53,23,9,3,11,17,109
1079,25,36-84,6-19,15-16,10,35,45,13,6,2,15,20,93
1080,14,42-85,13-38,13-17,4,40,44,19,7,5,11,18,110
1080,28,39-90,17-42,19-21,11,31,42,27,4,3,8,18,114
1081,3,45-93,11-35,14-15,7,28,35,29,9,5,13,15,115
1081,26,46-86,14-37,16-22,8,33,41,30,4,4,15,20,122
1082,21,37-96,10-42,22-27,14,42,56,21,7,2,10,21,106
1082,18,37-84,11-33,22-35,9,40,49,23,8,5,13,20,107
1083,13,46-99,11-27,19-28,12,39,51,21,6,3,9,23,122
1083,1,42-87,17-39,24-30,8,38,46,29,4,4,11,21,125
1084,16,34-98,11-41,12-17,19,33,52,24,7,4,9,13,91
1084,2,41-87,14-34,9-15,8,44,52,26,6,8,9,16,105
1085,4,41-86,11-29,29-36,11,34,45,25,5,3,13,15,122
1085,8,46-89,9-33,14-19,8,29,37,28,10,8,13,23,115
1086,9,40-96,22-49,6-8,9,29,38,25,8,3,11,18,108
1086,29,46-86,13-35,17-24,5,43,48,29,4,3,11,15,122
1087,30,46-95,18-42,14-18,9,35,44,27,8,6,14,24,124
1087,20,39-95,5-37,25-34,20,31,51,22,8,7,12,19,108
1088,5,39-102,13-49,18-24,15,36,51,28,5,2,8,18,109
1088,7,45-88,16-37,12-15,7,43,50,29,3,7,9,20,118
1089,27,52-94,15-33,21-22,7,40,47,32,10,1,10,15,140
1089,17,39-88,4-26,21-24,7,34,41,23,5,2,16,17,103
1090,26,31-92,18-63,15-20,11,32,43,25,8,5,15,18,95
1090,15,49-90,7-21,19-26,11,45,56,32,10,8,13,16,124
1091,6,38-85,12-39,21-31,11,34,45,16,8,5,14,14,109
1091,2,47-83,16-30,13-17,4,33,37,35,9,9,12,20,123
1092,29,38-90,12-37,24-32,10,31,41,14,13,5,11,16,112
1092,16,45-87,14-32,14-19,8,37,45,23,8,8,16,20,118
1093,9,47-84,13-34,13-20,6,33,39,32,11,5,10,19,120
1093,19,40-86,11-35,16-22,7,26,33,26,4,4,16,21,107
1094,18,40-92,6-25,15-19,12,27,39,25,12,5,12,21,101
1094,1,41-83,15-39,16-18,12,34,46,26,9,4,19,19,113
1095,28,44-91,16-38,17-20,11,27,38,32,5,5,16,19,121
1095,20,49-90,17-40,21-25,11,27,38,35,11,4,9,22,136
1096,4,45-96,11-35,9-15,8,34,42,30,14,5,9,16,110
1096,13,37-78,9-25,15-21,8,39,47,26,4,5,21,18,98
1097,30,35-86,11-41,11-15,9,37,46,19,4,6,12,19,92
1097,7,34-79,13-27,15-19,4,37,41,16,7,6,10,17,96
1098,3,45-106,10-43,12-15,16,28,44,17,8,3,3,14,112
1098,25,50-94,8-26,9-16,14,40,54,20,1,12,15,11,117
1099,10,36-76,10-28,35-41,9,38,47,23,4,3,16,25,117
1099,12,46-94,19-40,17-23,9,32,41,35,8,5,11,27,128
1100,22,44-98,14-37,14-15,10,26,36,20,8,2,6,20,116
1100,24,46-87,18-43,22-26,11,40,51,24,3,6,13,16,132
1101,23,41-86,18-39,21-25,9,41,50,28,9,3,16,14,121
1101,21,42-90,9-30,6-10,5,34,39,24,10,5,12,22,99
